"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Dineen, Robert William","Aretec Group, Inc. - Non-Executive Chairman","Lincoln National Corporation (NYSE:LNC) (Bell, Thomas D.)"
"Dinerman, Samuel","AdvancePierre Foods, Inc. - Founder","AdvancePierre Foods, Inc. (Peinado, George A.), AdvancePierre Foods, Inc. (Selati, Robin Paul)"
"Ding Ph.D., Xuedong ",Russian Direct Investment Fund - Director,"China International Capital Corporation Limited (SEHK:3908) (Bonderman, David ), Russian Direct Investment Fund (Bonderman, David )"
"Dinh, Viet D.",TFCF Corporation - Chief Legal & Policy Officer of Fox,"LPL Financial Holdings Inc. (NasdaqGS:LPLA) (Boyce, Richard W.), LPL Financial LLC (Boyce, Richard W.)"
"DiNicola, Robert J.","Linens 'n Things Center, Inc. - Executive Chairman","GNC Corp. (Hines, Michael F.), Zale Corporation (Burman, Terry Lee)"
"Dinkins, Michael ","Community Health Systems, Inc. - Independent Director","Community Health Systems, Inc. (NYSE:CYH) (Forstmann, Theodore J.), Community Health Systems, Inc. (NYSE:CYH) (Frey, Dale F.), Community Health Systems, Inc. (NYSE:CYH) (Horbach, Sandra J.)"
"DiNovi, Anthony J.","Thomas H. Lee Partners, L.P. - Co-President","Dunkin' Brands Group, Inc. (NasdaqGS:DNKN) (Hines, Michael F.), Dunkin' Brands Group, Inc. (NasdaqGS:DNKN) (Horbach, Sandra J.), Sompo International Holdings Ltd. (Coslet, Jonathan J.)"
"Dinte, Boaz ","Qumra Capital - Managing Director, Managing General Partner & Founder","P-Cube, Inc. (Rolnick, Michael P.)"
"Dionne CFA, John D.",Blackstone Distressed Securities Advisors L.P. - Founder and Chief Investment Officer,"Caesars Entertainment Corporation (NasdaqGS:CZR) (Bonderman, David ), Caesars Entertainment Corporation (NasdaqGS:CZR) (Coslet, Jonathan J.)"
"Diouane, Marc ","Zuora, Inc. - Former Advisor to Chief Executive Officer","Zuora, Inc. (NYSE:ZUO) (Volpi, Michelangelo A. )"
"DiPaolo, Nicholas P.",R.G. Barry Corporation - Independent Director,"Foot Locker, Inc. (NYSE:FL) (Hartman, Bruce A.)"
"DiPaolo, Terri L.",Authentic Brands Group LLC - Former Chief Operating Officer and General Counsel,"Authentic Brands Group LLC (Sokoloff, Jonathan D.)"
"DiPietrantonio, Cynthia Hackney","Alex and Ani, LLC - President and Interim Chief Operating Officer","Alex and Ani, LLC (Kent, Harlan M.)"
"Dircks CPA, Thomas C.",Charterhouse Strategic Partners LLC - Managing Director,"Oakleaf Waste Management, LLC (Klinsky, Steven Bruce)"
"DiRomualdo, Robert F.",Naples Ventures - Chief Executive Officer and Chairman,"Borders Group, Inc. (Archbold, Michael G.), Ulta Beauty, Inc. (NasdaqGS:ULTA) (Hartman, Bruce A.)"
"DiSabato, Joseph P.",West Street Capital Partners - Managing Director,"Amscan Holdings Inc. (Meyrowitz, Carol M.)"
"Dishlip, Alan S.",Kick.com Inc. - Director,"Confluent Software, Inc. (Simoudis, Evangelos)"
"Dishner, Jeffrey G.","Groupe du Louvre, SAS - Managing Director and Director","Starwood Property Trust, Inc. (NYSE:STWD) (De Rothschild, Lynn Forester)"
"DiSibio, Curt","Saratoga Systems, Inc. - Chief Operating Officer","Zend Technologies Ltd. (Andreessen, Marc Lowell)"
"DiSimone, Anthony ",Commercial Finance Services 2907 Inc. - Executive Officer,"Aurora Resurgence Management Partners LLC (Frey, Dale F.)"
"Disney, Anthea ","New Milford Hospital, Inc. - Co-Chairman","Center for Communication, Inc. (Hasker, Stephen John)"
"Ditkoff, Charles J.","WindRose Health Investors, LLC - Former Senior Advisor","R1 RCM Inc. (NasdaqGS:RCM) (Shultz, George Pratt)"
"Ditzler, Randy L.","Correlix, Inc. - Director","Cotendo, Inc. (Heiliger, Jonathan G.)"
"Dixon, Christopher",Andreessen Horowitz LLC - General Partner & Partner,"Facebook Technologies, LLC (Andreessen, Marc Lowell), Keybase, Inc. (Andreessen, Marc Lowell)"
"Dixon, Donald R.","Trident Capital, Inc. - Co-Founder, Managing Partner & Senior MD","Business Executives for National Security, Inc. (Weston, Josh S.), Trident Capital, Inc. (Simoudis, Evangelos)"
"Dixon, Geoffrey James",Jetstar Asia Airways Pte Ltd - Director,"Qantas Airways Limited (ASX:QAN) (Bonderman, David ), Seabury Group LLC (Moss, Bryan T.)"
"Djankov, Simeon ",The World Bank Group - Former Chief Economist of Finance and Vice President of Private Sector,"CJSC VTB Bank (Belarus) (Bonderman, David ), VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Djerejian, Edward P.",Magnolia Oil & Gas Corporation - Lead Independent Director,"Baker Hughes, a GE company, LLC (Brenneman, Gregory Dean), Magnolia Oil & Gas Corporation (NYSE:MGY) (Bonderman, David ), Magnolia Oil & Gas Corporation (NYSE:MGY) (Leat, Chad A.)"
"Doberneck, Megan ","Verizon Americas Inc. - President, General Counsel, Company Secretary, and Director","Verizon Americas Inc. (Shultz, George Pratt)"
"Dobron Jr., Albert J.","Cox Automotive, Inc. - Director","Univision Communications Inc. (Bonderman, David )"
"Docter, Jan L.",Corio NV - Former Member of Management Board,"Booking Holdings Inc. (NasdaqGS:BKNG) (Rydin, Craig W.)"
"Doctoroff, Daniel L.",World Resources Institute - Director,"Bell & Howell Co. (Bonderman, David )"
"Doddridge, John ",Husky Injection Molding Systems Ltd. - Independent Director,"Detroit Diesel Corporation (Penske, Roger S.)"
"Dodds Jr., William R.",The Northern Trust Company - Former Executive Vice President of Corporate Financial Management,"The Northern Trust Company (Chabraja, Nicholas D.)"
"Dodds, Christopher Vincent",The Cynosure Group - Senior Advisor,"The Charles Schwab Corporation (NYSE:SCHW) (Shultz, George Pratt)"
"Dodson, Jeff","Heidrick & Struggles International, Inc. - Former Partner, Core Member of the Global Board Advisory Svcs Practice","Heidrick & Struggles International, Inc. (NasdaqGS:HSII) (Roche, Gerard R.)"
"Doedens, Bareld J.","Collagen Matrix, Inc. - Former Chief Executive Officer","BIOMET 3i LLC (Coslet, Jonathan J.)"
"Doeksen, Volkert ",AlpInvest Partners B.V. - Former Vice Chairman and Group Board Member,"Warburg Pincus LLC (Frey, Dale F.)"
"Doerig Ph.D., Hans-Ulrich",Credit Suisse Group AG - Former Director,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Doerr III, L. John",Kleiner Perkins Caufield & Byers - Chairman & Founder,"Bloom Energy Corporation (NYSE:BE) (Powell, Colin L.), Good Technology, Inc. (Campbell, William V.), Intuit Inc. (NasdaqGS:INTU) (Campbell, William V.), Martha Stewart Living Omnimedia, Inc. (Beers, Charlotte L.), Netscape Communications Corporation (Andreessen, Marc Lowell) and 2 Other Connections"
"Dolan Ph.D., Michael J.",Compound - Advisor,"IMG Worldwide, Inc. (Davis, Chris A.), IMG Worldwide, Inc. (Forstmann, Theodore J.), IMG Worldwide, Inc. (McCormack, Mark H.), Mattel, Inc. (NasdaqGS:MAT) (Sargent, Ronald L.), Regal Entertainment Group (Bell, Thomas D.) and 1 Other Connection"
"Dolan, Peter R.",Allied Minds plc - Former Non-Executive Chairman,"American Express Company (NYSE:AXP) (Squeri, Stephen Joseph)"
"Dolan, Robert A.","FuzeBox, Inc. - Former Chief Executive Officer, Secretary and Director","FuzeBox, Inc. (OTCPK:CLWA) (Volpi, Michelangelo A. )"
"Dolanski, Edward P.",The Boeing Company - President of Government Services - Boeing Global Services,"Aviall Inc. (Davis, Chris A.), General Aviation Manufacturers Association (Flynn, Larry R.)"
"Dolce Jr., James A.","Lookout, Inc. - CEO & Chairman of the Board","Lookout, Inc. (Volpi, Michelangelo A. )"
"Dole, Robert J.",Bipartisan Policy Center - Co-Founder and Member of Advisory Board,"Community Health Systems, Inc. (NYSE:CYH) (Forstmann, Theodore J.), Community Health Systems, Inc. (NYSE:CYH) (Frey, Dale F.), Community Health Systems, Inc. (NYSE:CYH) (Horbach, Sandra J.)"
"Dolfi, Douglas Scott","The Guardian Insurance & Annuity Company, Inc. - Former President","The Guardian Life Insurance Company of America (Squeri, Stephen Joseph)"
"Dolgen, Jonathan L.","Expedia Group, Inc. - Director Emeritus","Ticketmaster Entertainment LLC (Lourd, Bryan )"
"Dolgin, Tracy Scott","Yankees Entertainment & Sports Network, LLC - Board Member","Vitamin Shoppe, Inc. (NYSE:VSI) (Archbold, Michael G.)"
"Doll Jr.  , Dixon R.",Violin Systems LLC - Former Chief Operating Officer and Director,"Encentuate, Inc. (Howes, Timothy A.)"
"Doll, Alex P.",Ten Eleven Ventures - Founder & Managing General Partner,"OneID, Inc. (Heiliger, Jonathan G.)"
"Dollinger, Steven K.","Kamm, Theodore & Co. - Investment Professional","Strategic Education, Inc. (NasdaqGS:STRA) (Klinsky, Steven Bruce)"
"Dolman, Edward",Christie's International SA - Chairman of Asian Advisory Board Members,"Christie's Inc. (De Rothschild, Lynn Forester), Christie's International SA (De Rothschild, Lynn Forester)"
"Dombalagian, Vahe A.","Madison Dearborn Partners, LLC - Managing Director & Co-Head of Financial & Transaction Services","Cinemark Holdings, Inc. (NYSE:CNK) (Selati, Robin Paul), Cinemark USA, Inc. (Selati, Robin Paul), Cinemark, Inc. (Selati, Robin Paul)"
"Dombrowik, Anthony F.","TicketsWest.com, Inc. - Principal Accounting Officer, Senior Vice President and Corporate Controller","Ambassadors Group Inc. (Frey, Dale F.)"
"Domenicali, Claudio ",Ducati Motor Holding S.p.A. - Chief Executive Officer,"Ducati Motor Holding S.p.A (Bonderman, David )"
"Domier, Tanya L.",Advantage Sales & Marketing LLC - Chief Executive Officer and Director,"Advantage Solutions Inc. (Sokoloff, Jonathan D.)"
"Dominguez, Michael J.",Metro-Goldwyn-Mayer Inc. - Senior VP & Chief Sales Officer of MGM Resorts International,"CDW Corporation (NasdaqGS:CDW) (Peinado, George A.), CDW Corporation (NasdaqGS:CDW) (Selati, Robin Paul), CDW Holdings, LLC (Peinado, George A.), CDW Holdings, LLC (Selati, Robin Paul), Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Dominik J.D., David C.","Golden Gate Private Equity, Inc. - Managing Director & President","Express, Inc. (NYSE:EXPR) (Archbold, Michael G.)"
"Donadio, Marcela E.",Ernst & Young LLP,"Norfolk Southern Corporation (NYSE:NSC) (Bell, Thomas D.)"
"Donahoe II, John J.","ServiceNow, Inc. - Former Director","eBay Inc. (NasdaqGS:EBAY) (Andreessen, Marc Lowell), eBay Inc. (NasdaqGS:EBAY) (Swette, Brian Thomas), eVolution Global Partners, L.L.C. (Bonderman, David ), eVolution Global Partners, L.L.C. (Coulter, James George), Skype Global S.à r.l. (Andreessen, Marc Lowell) and 3 Other Connections"
"Donahoe, Thomas A.",Andrew LLC - Director,"BWAY Corporation (Copans, Richard H.)"
"Donahue, Jayne K.","Cambridge Financial Group, Inc. - Director","Cambridge Financial Group, Inc. (Spellman, Robert R.), Cambridge Savings Bank (Spellman, Robert R.)"
"Donahue, John J.","National Imaging Associates, Inc. - Founder, Chairman and President","Magellan Health, Inc. (NasdaqGS:MGLN) (Bonderman, David ), Magellan Health, Inc. (NasdaqGS:MGLN) (Coslet, Jonathan J.)"
"Donahue, Robert E.","Authorize.Net Holdings, Inc. - Former Director","CyberSource Corporation (Levinson, Linda Fayne)"
"Donald, Arnold W.","Carnival Corporation & Plc - CEO, President & Director","Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.), Merisant Company, Inc. (House, David C.), Merisant Worldwide Inc. (House, David C.)"
"Donald, James L.",HVM L.L.C. - CEO & Director,"Pathmark Stores, Inc. (Hartman, Bruce A.), Rite Aid Corporation (NYSE:RAD) (Danhakl, John G.), Rite Aid Corporation (NYSE:RAD) (Sloan, Stuart M.), Rite Aid Corporation (NYSE:RAD) (Sokoloff, Jonathan D.)"
"Donaldson CFA, William H.",Donaldson Enterprises - Chairman,"Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Donaldson, James ",Laser Holdings Limited - Former Chief Financial Officer of Europe,"Laser Holdings Limited (Levinson, Linda Fayne)"
"Donatiello Jr., Nicholas ",Picaboo Corporation - Former Advisor and Director,"Big 5 Sporting Goods Corporation (NasdaqGS:BGFV) (Danhakl, John G.), Big 5 Sporting Goods Corporation (NasdaqGS:BGFV) (Sokoloff, Jonathan D.)"
"Donatone, Lorna C.","Sodexo, Inc. - CEO, President, Region Chairman for North America and CEO of Schools Worldwide","Jamba, Inc. (Swette, Brian Thomas)"
"Dondero, James David","NexPoint Residential Trust, Inc. - Chairman, President & Principal Executive Officer","NeighborCare, Inc. (Coulter, James George)"
"Dondy, Lise ","Connecticut Innovations, Incorporated - President, Connecticut Clean Energy Fund","Bristol Technology, Inc. (Simoudis, Evangelos)"
"Donegan, Mark ",Precision Castparts Corp. - Chairman & CEO,"Collins Aerospace (Davis, Chris A.)"
"Dong, Yuan ",CVC Capital Partners Limited - Senior Adviser,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Doniger, William B.","Gannett Co., Inc. - Former Vice President, Director and Managing Director of Fortress Investment Group LLC","New Media Investment Group Inc. (NYSE:NEWM) (Danhakl, John G.)"
"Donlon III, James D.","Arvin Innovation, Inc. - Director Nominee","Sears Holdings Corporation (OTCPK:SHLD.Q) (Scott, Emily Cinader)"
"Donnelly Jr., Robert ","Cushman & Wakefield, Inc., prior to merger with DTZ Holdings plc - Former Executive Vice President and Executive Director","Cushman & Wakefield, Inc., prior to merger with DTZ Holdings plc (Hartman, Bruce A.)"
"Donnelly, Eugene ",Convergence LLC - Co-Founder,"Apollo Investment Corporation (NasdaqGS:AINV) (Hunt, Gregory William)"
"Donnelly, Michael J.",The Kroger Co. - Executive VP & COO,"The Kroger Co. (NYSE:KR) (Sargent, Ronald L.)"
"Donnelly, Richard M.",Ripplewood Advisors L.L.C. - Industrial Partner,"Detroit Diesel Corporation (Penske, Roger S.), Motors Liquidation Company (Bonderman, David )"
"Donner, William","MedCommons, Inc. - Co-founder and Chief Executive Officer","FastChannel Network, Inc. (Greenlees, Michael Edward)"
"D'Onofrio, Enrico ",Ducati Motor Holding S.p.A. - Former Chief Financial Officer,"Ducati Motor Holding S.p.A (Bonderman, David )"
"Donofrio, Paul M.",NB Holdings Corporation - CFO & Director,"Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.)"
"Donoho, Burnett W.",InnoPet Brands Corp. - Director,"OfficeMax Incorporated (Besanko, Bruce H.)"
"Donohue, Stacy ","3dna, Corp. - Board Member","3dna, Corp. (Horowitz, Benjamin A.)"
"Donovan, Dennis M.",The Traxis Group B.V. - Managing Director,"Tower International, Inc. (NYSE:TOWR) (Chabraja, Nicholas D.)"
"Doody, Alton F.",Newell Brands Inc. - Former Director,"Newell Brands Inc. (NasdaqGS:NWL) (Polk, Michael B.)"
"Döpfner, Mathias ",Axel Springer SE - CEO & Chairman of the Executive Board,"Warner Media, LLC (Powell, Colin L.)"
"Dorazio, Thomas F.",New York State Electric and Gas Corporation - Former Vice President of Information Services,"AlphaNet Solutions, Inc. (Wright, Doreen A.)"
"Dorchak, Glenda M.",OMERS Private Equity - Operating Advisor,"Value America Inc. (Roche, Gerard R.)"
"Doresca, Annie E.",Jewelers of America - Chief Financial Officer,"Jewelers of America (Burman, Terry Lee)"
"Dorfman, Jonathan Louis","Napier Park Global Capital (US) LP - Chief Investment Officer, Senior Managing Partner & Co-CEO","Citigroup Alternative Investments LLC (Leat, Chad A.)"
"Dorman, David Wyatt","Centerview Capital Holdings, LLC - Partner & Founding Partner","eBay Inc. (NasdaqGS:EBAY) (Andreessen, Marc Lowell), eBay Inc. (NasdaqGS:EBAY) (Swette, Brian Thomas), Warburg Pincus LLC (Frey, Dale F.)"
"Doroniuk, Roman",Old PSG Wind-down Ltd. - Director,"Old PSG Wind-down Ltd. (Kent, Harlan M.)"
"Doroshevich, Sergey Viktorovich",CJSC VTB Bank (Belarus) - Deputy Chairman of the Management Board,"CJSC VTB Bank (Belarus) (Bonderman, David )"
"Dorrian, James A.",Crosspoint Venture Partners - General Partner,"DemandTec, Inc. (Levinson, Linda Fayne)"
"Dorsa, Caroline D.",PSEG Services Corporation - Executive Vice President and Chief Financial Officer,"Gilead Sciences, Inc. (NasdaqGS:GILD) (Rumsfeld, Donald), Gilead Sciences, Inc. (NasdaqGS:GILD) (Shultz, George Pratt)"
"Dorsman, Peter A.","Applied Industrial Technologies, Inc. - Independent Director","NCR Corporation (NYSE:NCR) (Levinson, Linda Fayne)"
"Dos Santos Maciel Neto, Antonio ",Suzano Energia Renovavel Ltda. - Member of Executive Board,"Archer-Daniels-Midland Company (NYSE:ADM) (Strauss, Robert S.)"
"Dosch CPA, Theodore A.",Anixter International Inc. - Former Executive VP of Finance & CFO,"Anixter International Inc. (NYSE:AXE) (Sloan, Stuart M.)"
"Doshi, Amar","H.I.G. Capital, LLC - Principal","P.F. Chang's China Bistro, Inc. (Kent, Harlan M.)"
"Doshi, Gunjan ",Instrumental Services Inc. - Founder & Chief Executive Officer,"Yodle, Inc. (Stavropoulos, Andreas )"
"Dosios, Yannis",Openfund - Member of Executive Board,"Openfund (Simoudis, Evangelos)"
"Doss, Galal P.",Family Cosmetics SAE - Chairman,"Costa Inc. (Kent, Harlan M.)"
"Doti Ph.D., James L.",First American Financial Corporation - Lead Independent Director,"First American Financial Corporation (NYSE:FAF) (Frey, Dale F.)"
"Doty, Elmer L.",Howmet Aerospace Inc. - Former Director,"Triumph Aerostructures, LLC (Boisture, Worth W.)"
"Dotzler, Frederick J.",De Novo Ventures - MD & Co-Founder,"Omnicell, Inc. (NasdaqGS:OMCL) (Horowitz, Benjamin A.)"
"Dougan, Brady W.",Scepter Partners - Managing Partner,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Dougherty, Steve ","TSA Stores, Inc. - Former Director","TSA Stores, Inc. (Sokoloff, Jonathan D.)"
"Doughtie, Oliver ","Mimeo.com, Inc. - Chief Financial Officer","Mimeo.com, Inc. (Stavropoulos, Andreas )"
"Douglas Jr., James Alexander M.","Staples, Inc. - Chief Executive Officer","Staples, Inc. (Hines, Michael F.), Staples, Inc. (Meyrowitz, Carol M.), Staples, Inc. (Sargent, Ronald L.), Staples, Inc. (Spellman, Robert R.), Staples, Inc. (Vishwanath, Vijay)"
"Douglas Jr., Lewis W.","Stanley Energy, Inc. - Chairman and President","First American Financial Corporation (NYSE:FAF) (Frey, Dale F.)"
"Douglas, Camille J.",Westcourt Real Estate Development Limited - Principal and Director,"Starwood Property Trust, Inc. (NYSE:STWD) (De Rothschild, Lynn Forester)"
"Douglas, Dean J.","LCC International, Inc. - Director","The Gores Group LLC (Sherwood, Roderick M.)"
"Douglas, Elyse ","Thrifty Insurance Agency, Inc. - President, Chief Financial Officer and Treasurer","Hertz Global Holdings, Inc. (NYSE:HTZ) (Levinson, Linda Fayne), The Hertz Corporation (Levinson, Linda Fayne)"
"Douglas, Lisa M.","VANS, Inc. - Director","VANS, Inc. (Sokoloff, Jonathan D.)"
"Douglas, Mark ","Steel House, Inc. - Founder, CEO, President, CEO of Steel House Media and President of Steel House Media","Steel House, Inc. (Levinsohn, Ross B.)"
"Douglas, Peter","Gfia Pte. Ltd., Research Division - Research Analyst","Alternative Investment Management Association (Lorne, Simon Michael)"
"Douglass, Chester W.",Quintiles Transnational Corp. - Former Director,"Quintiles Transnational Corp. (Coslet, Jonathan J.)"
"Douglass, John W.",Next Generation Air Transportation System Institute - Member of Management Council,"Aerospace Industries Association (Chabraja, Nicholas D.)"
"Douglass, Shawn ",Amberdata Inc. - President & CEO,"Clustrix, Inc. (Heiliger, Jonathan G.)"
"Doumani, Roy ","Kite Pharma, Inc. - Former Independent Director","Kite Pharma, Inc. (Bonderman, David )"
"Douty, Stephen R.","Smaarts, Inc. - Co-Founder and Chief Executive Officer","Octopus, Inc. (Andreessen, Marc Lowell)"
"Douzet, Alexandre","TheLadders.com, Inc. - Co-Founder","TheLadders.com, Inc. (Swette, Brian Thomas)"
"Douziech, Jacques C.",CDP Capital-Technology Ventures - Partner,"CardioDynamics International Corporation (Paulson, Allen E.)"
"Dovrat, Shlomo ",Viola Ventures - Co-Founder & General Partner,"eXelate, Inc. (Simoudis, Evangelos)"
"Dowd IV, W. Frank",Charlotte Pipe and Foundry Company - Chairman,"Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.)"
"Dowd, John M.","Business Executives for National Security, Inc. - Former Director","Business Executives for National Security, Inc. (Weston, Josh S.)"
"Dowden Jr., Albert R.",The Boss Group - Advisor,"CompuDyne Corporation (Sherwood, Roderick M.)"
"Dowley, Mark M.","Falconhead Capital, LLC - Member of Advisory Board","Falconhead Capital, LLC (McCormack, Mark H.)"
"Dowling CPA, Patrick Henry",Seabury Group LLC,"Penske Truck Leasing Co., L.P. (Penske, Roger S.)"
"Downey, Larry","Cushman & Wakefield, Inc., prior to merger with DTZ Holdings plc - Former First Vice Chairman","Cushman & Wakefield, Inc., prior to merger with DTZ Holdings plc (Hartman, Bruce A.)"
"Downing M.D., James R.","St. Jude Children's Research Hospital, Inc. - Chief Executive Officer and President","St. Jude Children's Research Hospital, Inc. (Burman, Terry Lee)"
"Downing, John",The Northern Trust Company - Member of Advisory Board,"The Northern Trust Company (Chabraja, Nicholas D.)"
"Downs, Anthony","Essex Property Trust, Inc. - Former Director","Massachusetts Mutual Life Insurance Company (O'Connell, Robert J.)"
"Doxiadis, Aristos ",Openfund - Partner and Member of Executive Board,"Openfund (Simoudis, Evangelos)"
"Doyle, Brian",Aon Hewitt LLC - Former President of Human Resource Outsourcing Business and Director,"Aon Hewitt LLC (Greenlees, Michael Edward)"
"Doyle, Francis A.",Eversource Energy - Independent Trustee,"Tempur Sealy International, Inc. (NYSE:TPX) (Sarvary, Mark A.)"
"Doyle, Frank P.",UBS Financial Services Inc. - Director,"Roadway Corp. (Frey, Dale F.)"
"Doyle, J. Patrick","Best Buy Co., Inc. - Independent Chairman","Business Leaders for Michigan (Penske, Roger S.)"
"Doyle, John Mitchell",Steward Health Care System LLC - Chief Financial Officer,"IASIS Healthcare Corporation (Bonderman, David ), IASIS Healthcare Corporation (Coslet, Jonathan J.), IASIS Healthcare LLC (Coslet, Jonathan J.)"
"Doyle, John Quinlan",Marsh LLC - President & CEO,"Eaglestone Reinsurance Company (Kissinger, Henry Alfred)"
"Doyle, Matthew ",Chicago Pacific Founders - Chief Operating Officer & Head of Investor Relations,"Chicago Pacific Founders (Shultz, George Pratt)"
"Doyle, Noah J.",Javelin Venture Partners - Managing Director,"Sociable Labs, Inc. (Vannelli, Vince )"
"Doyle, Noreen ",Newmont Corporation - Independent Non-Executive Chairman of the Board,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Dozier, Michael",OIPV Corp. - Vice President of Sales,"Convergent Communications, Inc. (Boyce, Richard W.)"
"Dozor, Jude",Safran Cabin Inc. - Chief Executive Officer and President,"Vance Street Capital LLC (Danhakl, John G.)"
"Dragisich, Dominic E.","Choice Hotels International, Inc. - CFO & Principal Accounting Officer","XO Holdings, Inc. (Forstmann, Nicholas C.), XO Holdings, Inc. (Horbach, Sandra J.)"
"Drai, David ","Anodot Ltd. - Founder, CEO & Director","Cotendo, Inc. (Heiliger, Jonathan G.)"
"Drake, Edwin P.","RTI International Metals, Inc. - Vice President, Secretary and Director","RTI International Metals, Inc. (Moss, Bryan T.)"
"Drake, Michael V.",Bank of the West - Director,"Gilead Sciences, Inc. (NasdaqGS:GILD) (Rumsfeld, Donald), Gilead Sciences, Inc. (NasdaqGS:GILD) (Shultz, George Pratt)"
"Draper, Timothy Cook",Bizworld Foundation - Founder and Chairman,"ClipSync, Inc. (Vannelli, Vince ), Homestead Technologies Inc. (Levinson, Linda Fayne), Meetup, Inc. (Stavropoulos, Andreas ), Mode Media Corporation (Andreessen, Marc Lowell)"
"Draper, W. Michael","Network World, Inc. - Chief Operating Officer","FatTail, Inc. (Levinsohn, Ross B.)"
"Drapkin, Donald G.","Sapphire Industrials Corp. - Former Chairman, Chief Executive Officer and President","Schiff Nutrition International Inc. (Swette, Brian Thomas), Tanger Factory Outlet Centers, Inc. (NYSE:SKT) (Ryan-Berman, Bridget M.), Tanger Properties Limited Partnership (Ryan-Berman, Bridget M.)"
"Draxler, Helmut ",Didier-Werke AG - Deputy Chairman of the Supervisory Board - RHI AG,"BAWAG P.S.K. (Leat, Chad A.)"
"Drayer M.D., Burton P.",The Mount Sinai Hospital - Chief Executive Officer of the Mount Sinai Doctors Faculty Practice,"Mount Sinai Hospital (Reisman, Heather M.)"
"Drayer, Ralph W.","Exemplary Software, Inc. - Member of Board of Advisors","DemandTec, Inc. (Levinson, Linda Fayne)"
"Drechsel, Johan G.",BCD Travel Nederland BV - Chief Executive Officer of BCD Group,"Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"Drego, Nigel","Earn USA, Inc. - Director","Earn Global, Inc. (Horowitz, Benjamin A.)"
"Drehkoff, William D.","Young Innovations, Inc. - Vice President, Secretary and Director","SCAI Holdings, LLC (Bonderman, David )"
"Dreier, David ",Tribune Publishing Company - Former Independent Director,"Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Dreiling, Richard W.","Lowe's Companies, Inc. - Independent Chairman","Aramark (NYSE:ARMK) (Sargent, Ronald L.)"
"Drendel, Frank M.","CommScope Holding Company, Inc. - Chairman of the Board","General Instrument Corporation (De Rothschild, Lynn Forester), General Instrument Corporation (Forester, Lynn), General Instrument Corporation (Klinsky, Steven Bruce)"
"Dressel, Lawrence J.","CoStar Group, Inc. - Former Chief Operating Officer","CoStar Group, Inc. (NasdaqGS:CSGP) (Bonderman, David )"
"Drew, J. Christopher",Launchpad Digital Health LLC - Member of Advisory Board,"Omnicell, Inc. (NasdaqGS:OMCL) (Horowitz, Benjamin A.)"
"Dreyer, David C.","Diplomat Pharmacy, Inc. - Former Independent Director","Patient Safety Technologies, Inc. (Rolnick, Michael P.)"
"Dreyer, Joachim",EnBW Energie Baden-Württemberg AG - Member of Advisory Board,"Mobilcom AG (Bonderman, David )"
"Drillock, David M.",Cytec Industries Inc. - Former Vice President,"Cytec Industries Inc. (Davis, Chris A.)"
"Driscoll, Anne","Wrap Media, LLC - Chief Marketing Officer","Ning, Inc. (Andreessen, Marc Lowell)"
"Driscoll, Fiona Elizabeth Lawrence",Tote Direct - Director,"Ebiquity plc (AIM:EBQ) (Greenlees, Michael Edward)"
"Driscoll, William Michael",Ruifeng Petroleum Chemical Holdings Limited - Former Chairman and Compliance Officer,"Emerson Radio Corp. (AMEX:MSN) (Hunt, Gregory William)"
"Drosdick, John G.","Energy Transfer Operating, L.P. - Former Chairman of Sunoco Partners LLC & Sunoco Inc and CEO & President of Sunoco Inc","Lincoln National Corporation (NYSE:LNC) (Bell, Thomas D.)"
"Drosos, Virginia C.",Signet Jewelers Limited - CEO & Director,"Signet Jewelers Limited (NYSE:SIG) (Burman, Terry Lee), Signet Jewelers Limited (NYSE:SIG) (Sokoloff, Jonathan D.)"
"Drotch, Peter S.",Cognition Financial Corporation - Independent Director,"Tufts Associated Health Maintenance Organization, Inc. (Spellman, Robert R.)"
"Drozdov, Anton Viktorovitch",VTB Bank (public joint-stock company) - Former Member of the Supervisory Council,"VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Dru, Jean-Marie",TBWA Worldwide Inc. - Chairman,"TBWA Worldwide Inc. (Greenlees, Michael Edward)"
"Druker, Brian J.",MolecularMD Corp. - Scientific Co-Founder and Scientific Advisor,"Gilead Sciences, Inc. (NasdaqGS:GILD) (Rumsfeld, Donald), Gilead Sciences, Inc. (NasdaqGS:GILD) (Shultz, George Pratt)"
