"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"Endo, Takao ",Oracle Corporation Japan - Former Chairman and Executive Officer,"Oracle Corporation (NYSE:ORCL) (Seligman, Naomi O.)"
"Enenstein, Craig L.","Corridor Capital, LLC - Managing Partner, CEO & Founder","OpenTV Corp. (Zeisser, Michael P.)"
"Eng, Tommy ","One Media, LLC - President","Luminary Micro, Inc. (Berman, Thomas D.)"
"Enge, Eric",Krugle Inc. - Former Advisor,"Krugle Inc. (Fuller, Dale L.)"
"Engel, Alison K.","Gannett Co., Inc. - Senior VP, CFO & Treasurer","TEGNA Inc. (NYSE:TGNA) (Greenthal, Jill A.)"
"Engel, Christian",BHS Corrugated Maschinen- und Anlagenbau GmbH - Chairman of Management Board & MD,"Bobst Group North America, Inc. (Oliver Garrett, Michael William), Bobst Group SA (SWX:BOBNN) (Oliver Garrett, Michael William)"
"Engel, Donald ",Blink Charging Co. - Director,"Revlon, Inc. (NYSE:REV) (Stewart, Martha )"
"Engel, Marcy ","Sculptor Capital Management, Inc. - Independent Director","Eton Park Capital Management, L.P. (Batkin, Alan R.)"
"Engelbert, Catherine M.",Deloitte LLP - Former Chief Executive Officer,"The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Engelhard, Charlene",Refugees International - Director,"Refugees International (Hassenfeld, Alan G.)"
"Engell, Jørgen A.",Polaris Management A/S - Director and Member of Advisory Board,"INTTRA Inc. (Ganek, Jeffrey E.)"
"Engelman, Irwin ",Meridian Sports Incorporated - Chief Financial Officer and Executive Vice President,"REV Holdings LLC (Slotkin, Todd J.)"
"Engelstein, Alec","Tousa Homes, Inc. - Co-Founder","Tousa Homes, Inc. (Korn, Ronald J.)"
"Engelstein, Harry","TOUSA, Inc. - Former Chairman of Tousa Homes Inc","Tousa Homes, Inc. (Korn, Ronald J.)"
"Engibous, Thomas J.","J. C. Penney Corporation, Inc. - Chairman of the Board","J. C. Penney Company, Inc. (NYSE:JCP) (Kramer, Michael W.), J. C. Penney Company, Inc. (NYSE:JCP) (Laybourne, Geraldine B.), J. C. Penney Company, Inc. (NYSE:JCP) (West, Mary Beth Elizabeth Stone), J. C. Penney Corporation, Inc. (West, Mary Beth Elizabeth Stone)"
"England, Andrew J.","National CineMedia, LLC - Former CEO & Director of National CineMedia, Inc.","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"England, Carol ",The Humane Society of the United States - Former Assistant Secretary & Director,"The Humane Society of the United States (Patrick, Sharon Lee)"
"Englebienne, Guibert Andrés ","Globant S.A. - Co-Founder, CTO & Director","Globant S.A. (NYSE:GLOB) (Norman, Robert David)"
"Engler, Glenn","Digital Influence Group, Inc. - Chief Executive Officer","Digitas, Inc. (Kenny, David W.)"
"Engles, Gregg L.",Engles Urso Follmer Capital Corporation - Chairman,"Grocery Manufacturers Association (Baum, Herbert M.)"
"English, Edmond J.","Bob's Discount Furniture, LLC - Executive Chairman","Citizens Bank, National Association (Segal, Eli J.)"
"English, Michela A.",Gladstone Commercial Corporation - Independent Director,"Discovery Communications Holding, LLC (Singer, Bradley Eric)"
"English, Trevor ",Shaw Communications Inc. - Executive VP and Chief Financial & Corporate Development Officer,"Corus Entertainment Inc. (TSX:CJR.B) (Frascotti, John A.)"
"Engstrom, Erik ",RELX PLC - CEO & Executive Director,"RELX Group plc (Davis, Crispin Henry Lamert), RELX NV (Davis, Crispin Henry Lamert), RELX PLC (LSE:REL) (Davis, Crispin Henry Lamert)"
"Enikolopov, Grigori ","Arginox Pharmaceuticals, Inc. - Member of Scientific Advisory Board","Arginox Pharmaceuticals, Inc. (Guthart, Leo A.)"
"Ennis, Alan T.",Glansaol LLC - Chief Executive Officer and President,"Revlon, Inc. (NYSE:REV) (Stewart, Martha )"
"Ennis, Gail M.",Wyng Inc. - Advisor,"Karmasphere Inc. (Winblad, Ann L.)"
"Enrico, Roger A.","Agritech Worldwide, Inc. - Member of Advisory Board","Agritech Worldwide, Inc. (OTCPK:FBER) (Greenberg, Jack M.), Environmental Defense Fund, Inc. (Rosenwald, E. John), PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.), The Cue Ball Group, LLC (Hassenfeld, Alan G.)"
"Enright Jr., Harold F.","X1 Technologies, Inc. - Director","Idealab (Siekman, Thomas C.)"
"Enriquez, Juan ",Biotechonomy - Chief Executive Officer and Chairman,"Cabot Microelectronics Corporation (NasdaqGS:CCMP) (Reilly, Paul J.), The Camden Technology Conference (Millard, Wenda Harris), The Cue Ball Group, LLC (Hassenfeld, Alan G.)"
"Enthoven, Michael ","NIBC Holding N.V. - Former Chairman of Managing Board, Chief Executive Officer and Managing Director","NatWest Markets N.V. (Martinez, Arthur C.), RBS Holdings N.V. (Martinez, Arthur C.)"
"Entress, Geoffrey R.","Judy's Book, Inc. - Co-Founder and Director","drugstore.com, inc. (Doerr, L. John)"
"Epperson Jr., Donald C.","Digilant, Inc. - Executive Chairman and Chief Executive Officer of ispDigital","Integral Ad Science, Inc. (Laybourne, Geraldine B.)"
"Epps, Omar",The Creative Coalition Inc. - Director and Advisory Board Member,"The Creative Coalition Inc. (Laybourne, Geraldine B.)"
"Epstein, David R.","Rubius Therapeutics, Inc. - Executive Chairman","International Flavors & Fragrances Inc. (NYSE:IFF) (Martinez, Arthur C.)"
"Epstein, Jeffrey Emanuel",Nielsen Holdings plc - Former Company Secretary,"Conversant LLC (Carlin, Ira ), Oracle Corporation (NYSE:ORCL) (Seligman, Naomi O.), Return Path, Inc. (Wilson, Frederick R.), Sage Intacct, Inc. (Winblad, Ann L.)"
"Epstein, Jonathan A.","Euclid Media, Inc. - Advisor and Director","Double Fusion, Inc. (Golden, Bruce )"
"Epstein, Ronald S.","IPotential, LLC - Founder and Chief Executive Officer","Oath Inc. (Lyne, Susan M.)"
"Epstein, Stuart J.",TEGNA Inc. - Independent Director,"TEGNA Inc. (NYSE:TGNA) (Greenthal, Jill A.)"
"Erbey, John R.",Ocwen Asset Investment Corp. - Former Secretary & MD,"Ocwen Federal Bank FSB (Korn, Ronald J.)"
"Erbey, William Charles",Investors Mortgage Insurance Holding Company - Former President,"Ocwen Federal Bank FSB (Korn, Ronald J.), Ocwen Financial Corporation (NYSE:OCN) (Korn, Ronald J.)"
"Erburu, Robert F.","Fletcher Jones Foundation, The - Former Vice President and Trustee","The Brookings Institution (Batkin, Alan R.)"
"Erhardt, Edward ","ESPN, Inc. - President of Global Sales & Marketing","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Erhart Jr., Charles H.","Roto-Rooter Group, Inc. - Director","Omnicare Inc. (Ubben, Jeffrey Williams)"
"Ericson, Karl F.","Bancorp Rhode Island, Inc. - Former Director and Director of Bank Rhode Island","Bacou-Dalloz USA, Inc. (Verrecchia, Alfred Joseph)"
"Erker, Dennis M.","Canadian Hydro Developers, Inc. - Former Chairman","Corus Entertainment Inc. (TSX:CJR.B) (Frascotti, John A.)"
"Erkko KBE, Aatos",TFCF Corporation - Former Director,"Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Chang, Gareth C. C.), Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Ubben, Jeffrey Williams)"
"Ernest Jr., Albert D.",Virginia National Bankshares Corporation - Former Director,"Wickes Inc. (Slacik, Claudia B.)"
"Ernst, Dieter R.",Gruner AG - President of Honour,"RWL Water LLC (Turner, Kelli )"
"Ersek, Hikmet ","The Western Union Company - President, CEO & Director","The Western Union Company (NYSE:WU) (Greenberg, Jack M.)"
"Ertegun, Ahmet",Atlantic Recording Corp - Founding Chairman,"NYC2012, Inc. (Stewart, Martha )"
"Erwin, Richard E.",Impower Inc. - Chief Executive Officer,"Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Erwin, Tami A.",Verizon Communications Inc. - Executive VP & Group CEO of Verizon Business Group,"The Paley Center for Media (Biondi, Frank J.)"
"Esber Jr., Edward M.",The Halo Funds - Co-Founding Member,"Quantum Corporation (OTCPK:QMCO) (Fuller, Dale L.)"
"Esch, Heinrich Karl Pierer Von",Koç Holding A.S. - Former Non-Independent Director,"The Conference Board, Inc. (Patrick, Sharon Lee)"
"Eshelman, Fredric N.",Innocrin Pharmaceuticals Inc. - Chief Executive Officer and Director,"Bausch Health Companies Inc. (NYSE:BHC) (Ubben, Jeffrey Williams)"
"Eskew, Michael L.",RRE Ventures LLC - Senior Advisor,"The Allstate Corporation (NYSE:ALL) (Greenberg, Jack M.)"
"Eslambolchi, Hossein ","Divvio, Inc. - Co-Founder and Chairman","Clearwire Corporation (Cochran, Hope F.)"
"Espalioux, Jean-Marc ","Montefiore Investment - Managing Director, Partner & Executive Chairman","Vivendi SA (ENXTPA:VIV) (Kravis, Marie- Josée)"
"Espe, Matthew J.",Klöckner Pentaplast Europe GmbH & Co. KG - Chairman of the Board & Member of Advisory Board,"Radial, Inc. (Ronning, Randy Steven), Veritiv Corporation (NYSE:VRTV) (Leinbach, Tracy Ann)"
"Esperdy, Thérèse ",National Grid plc - Independent Non-Executive Director,"National Grid USA (Smyth, Margaret M.)"
"Espinasse, Jacques Paul","Veolia Environnement S.A. - Former Director, CFO of  Vivendi Universal and Executive VP of  Vivendi Universal","Vivendi SA (ENXTPA:VIV) (Kravis, Marie- Josée)"
"Espinosa, Ray C.","Liberty Telecoms Holdings, Inc. - Co-Chairman and Co-President","PhilWeb Corporation (PSE:WEB) (Batkin, Alan R.)"
"Espo, Hal",Software & Information Industry Association - Member of Content Division Board,"Software & Information Industry Association (Fuller, Dale L.)"
"Esposito Jr., Michael Patrick","Artemis Advisors, LLC - Manager","XL Group Ltd (Leinbach, Tracy Ann)"
"Esposito, Giancarlo",The Creative Coalition Inc. - Former Director,"The Creative Coalition Inc. (Laybourne, Geraldine B.)"
"Espuelas, Fernando J.","Voy, LLC - Founder, Chairman, and Chief Executive Officer","CycleLogic, Inc. (Kravis, Marie- Josée), CycleLogic, Inc. (Wilson, Frederick R.)"
"Espy, Bowers W.","TheStreet, Inc. - Former Director","TheStreet, Inc. (NasdaqCM:TST) (Wilson, Frederick R.)"
"Esrey, Julie C.","Caleres, Inc. - Former Independent Director","Caleres, Inc. (NYSE:CAL) (Millard, Wenda Harris)"
"Esser, Frank E.",Swisscom AG - Vice Chairman,"AVG Technologies N.V. (Fuller, Dale L.)"
"Esserman, Charlene","Florida Grand Opera, Inc. - Director","Florida Grand Opera, Inc. (Korn, Ronald J.)"
"Essex, Andrew ",iPic Entertainment Inc. - Independent Director,"The Camden Technology Conference (Millard, Wenda Harris)"
"Essner, Robert Alan",The Carlyle Group Inc. - Operating Executive & Senior Advisor,"Lincoln Center for the Performing Arts, Inc. (Spielvogel, Carl )"
"Esterow, Kenneth S.",TZP Group - Partner,"Baton Holding, LLC (Kelly, Michael J.), Orbitz Worldwide, Inc. (Greenthal, Jill A.)"
"Esteves, Irene M.","Spirit AeroSystems Holdings, Inc. - Independent Director","XL Group Ltd (Leinbach, Tracy Ann)"
"Estey, George C.",Greenhill & Co. Canada Ltd. - Managing Director and Co-Founder,"Sears Canada Inc. (OTCPK:SRSC.Q) (Martinez, Arthur C.)"
"Estrin, Judith L.","Packet Design, LLC - Co-Founder and Director","Oracle America, Inc. (Doerr, L. John), Oracle America, Inc. (Seligman, Naomi O.), The Walt Disney Company (NYSE:DIS) (Philip, Edward Michael)"
"Estruth, Nathan","CardioQuickSys, LLC - Member of the Advisory Board","Navigenics, Inc. (Doerr, L. John)"
"Estuardo Pacheco, Washington ",UNACEM Ecuador S.A. - Deputy Commissioner,"UNACEM Ecuador S.A. (Stern, Paula )"
"Etchemendy, John W.",Infosys Limited - Former Independent Director,"Coursera, Inc. (Doerr, L. John)"
"Etergino CPA, Thomas J.","Hometeam Care, Inc. - Chief Financial Officer","TheStreet, Inc. (NasdaqCM:TST) (Wilson, Frederick R.)"
"Etherington, Glenn Alan","ECi Software Solutions, Inc. - Former Chief Financial Officer","ECi Software Solutions, Inc. (Golden, Bruce )"
"Etherington, William Albert",Celestica Inc. - Former Chair of the Board,"Canadian Imperial Bank of Commerce (TSX:CM) (Kravis, Marie- Josée)"
"Ethier, James B.",Grocery Manufacturers Association - Director,"Grocery Manufacturers Association (Baum, Herbert M.)"
"Ethier, Mark P.","As Seen On TV, Inc. - Director","HSN, Inc. (Follo, James M.), HSN, Inc. (Martinez, Arthur C.), HSN, Inc. (Segal, Eli J.)"
"Ethridge, Gregory ",MatlinPatterson Global Advisers LLC - Senior Partner and Member of Investment Committee,"Matlin & Partners Acquisition Corporation (Dienst, Daniel W.)"
"Ethridge, William T.",Study Group Pty Ltd. - Non-Executive Director,"Interactive Data Holdings Corporation (Spielvogel, Carl )"
"Etienne, Jean-Michel ","Publicis Groupe S.A. - Group CFO, Executive VP & Member of the Management Board","Digitas, Inc. (Kenny, David W.), Publicis Groupe S.A. (ENXTPA:PUB) (Kenny, David W.), Publicis Groupe S.A. (ENXTPA:PUB) (Kravis, Marie- Josée), Publicis Groupe S.A. (ENXTPA:PUB) (Stoddart, Richard S.)"
"Etlin, Holly Fielder","AlixPartners, LLP - Managing Director","Freedom Communications, Inc. (Greenthal, Jill A.)"
"Etra M.D., William ",Mount Sinai Beth Israel - Member of Medical Board,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Ettestad, Peggy L.",Allianz Variable Insurance Products Trust - AZL Moderate Index Strategy Fund - Trustee,"Union Security Insurance Company (Reilly, Paul J.)"
"Etzioni Ph.D., Oren","Madrona Venture Group, LLC - Venture Partner","Madrona Venture Group, LLC (Cochran, Hope F.)"
"Eubanks Jr., Gordon E.","Transforma Acquisition Group, Inc. - Chairman","Oblix, Inc. (Seligman, Naomi O.)"
"Eun, David ",Samsung NEXT - Founder and President,"The Paley Center for Media (Biondi, Frank J.)"
"Eury, Lynn W.","PJM Interconnection, L.L.C. - Former Vice Chairman","PJM Interconnection, L.L.C. (Riley, Susan J.)"
"Euteneuer CPA, Joseph J.","Mattel, Inc. - Former Executive VP & CFO","XM Satellite Radio Holdings Inc. (Mohn, Jarl ), XM Satellite Radio, Inc. (Mohn, Jarl )"
"Evanisko, Michael J.","Adheris, Inc. - Co-Founder and Chairman","IQVIA Holdings Inc. (NYSE:IQV) (Greenberg, Jack M.)"
"Evans Ph.D., Ronald M.","Syndax Pharmaceuticals, Inc. - Co-Founder, Advisor and Chair of Scientific Advisory Board","Aragon Pharmaceuticals, Inc. (Guthart, Leo A.), Seragon Pharmaceuticals Inc. (Guthart, Leo A.)"
"Evans, Bruce R.","Summit Partners, L.P. - Former Senior Advisor","OPNET Technologies, Inc. (Wesley, Melvin F.)"
"Evans, Daniel Edwin","BEF Holding Co., Inc. - Former Chairman Of The Board","Bob Evans Farms, Inc. (Gee, E. Gordon)"
"Evans, Daryl","Media Link, LLC - Senior Vice President","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Evans, David ","BioScrip, Inc. - Former COO & Senior VP","BioScrip, Inc. (NasdaqGS:BIOS) (Goldstein, Michael )"
"Evans, David J.","Premiere Radio Networks, Inc. - Director","Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Chang, Gareth C. C.), Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Ubben, Jeffrey Williams)"
"Evans, Donna","ShortTail Media, Inc - Former Vice President of Operations & Publisher Services","ShortTail Media, Inc (Norman, Robert David)"
"Evans, G. Edward","ACC Of Kentucky, LLC - President","SunCom Wireless Holdings, Inc. (Elliott, Jerry V.)"
"Evans, Grant ","NetFortris, Inc. - Director","ActivIdentity Corporation (Garrick, George R.), ActivIdentity Corporation (Kerrest, Jacques D.)"
"Evans, Howard",Finastra Group Holdings Limited - Former Director,"Finastra Group Holdings Limited (Ubben, Jeffrey Williams)"
"Evans, J. Michael ",Alibaba Group Holding Limited - President & Director,"Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl )"
"Evans, Jack Barton","United Fire Group, Inc. - Chairman","Nuveen Dow 30 Dynamic Overwrite Fund (NYSE:DIAX) (Batkin, Alan R.)"
"Evans, John","Milo.com, Inc. - Founder and Chief Technology Officer","Milo.com, Inc. (Abraham, Magid M.)"
"Evans, Kevin R.","EnergyConnect, Inc. - Chief Executive Officer and President","PlaceWare, Inc. (Garrick, George R.)"
"Evans, Marsha Johnson","The North Highland Company, Inc. - Former Non-Executive Chairman","Weight Watchers International, Inc. (NasdaqGS:WTW) (Winfrey, Oprah )"
"Evans, Mary Johnston","Delta Air Lines, Inc. - Former Non-executive Acting Chairman","Moody's Corporation (NYSE:MCO) (Anderson, Basil L.)"
"Evans, Michael J.",Just Eat plc - Former Independent Non-Executive Director,"Prudential plc (LSE:PRU) (Oliver Garrett, Michael William)"
"Evans, Nancy",iVillage Inc. - Former Editor-in-Chief and Director,"iVillage Inc. (Bronfin, Kenneth A.)"
"Evans, Stephen Eric Robert","Silver Lake Management, L.L.C. - Managing Director","Ancestry.com LLC (Hochhauser, Howard )"
"Evans, Thomas R.",ANGI Homeservices Inc. - Independent Director,"Baton Holding, LLC (Kelly, Michael J.), Millennial Media Inc. (Millard, Wenda Harris)"
"Evans, William F.","Saia, Inc. - Former Independent Director","EVINE Live Inc. (NasdaqGS:EVLV) (Ronning, Randy Steven)"
"Evans-Freke, Stephen R.",Celtic Pharma Management L.P - Co-Founder and Co-Managing General Partner,"Amgen Inc. (NasdaqGS:AMGN) (Biondi, Frank J.)"
"Evanson CPA, Robert E.","The Cue Ball Group, LLC - Advisor","The Cue Ball Group, LLC (Hassenfeld, Alan G.)"
"Evens M.D., Ronald G.","BJC Health System, Inc. - Senior Executive Officer","Mallinckrodt LLC (Connors, John M.), Mallinckrodt LLC (Malone, Claudine Berkeley)"
"Evensen, Nancy","Scout Media Holdings, Inc. - Former Chief Executive Officer and President","Genius Products, Inc. (OTCPK:GNPR) (Mueller, John P.)"
"Everest, Christine Gaylord",The Oklahoma Publishing Company - Former President,"Ryman Hospitality Properties, Inc. (NYSE:RHP) (Gee, E. Gordon)"
"Everett, Gisele S.",DB Climate Change Advisors - Director & Head of Private Equity Investments and DB Climate Change Advisors,"New York City Investment Fund Manager, Inc. (Wilson, Frederick R.)"
"Everett, William H.","Maps a la carte, Inc. - President and Chief Executive Officer","Tekelec, Inc. (Elliott, Jerry V.)"
"Everhart, Thomas E.","Acorn Technologies, Inc. - Director","DIRECTV, LLC (Chang, Gareth C. C.)"
"Every, Michael R. Van",Bausch Health Companies Inc. - Former Director,"Bausch Health Companies Inc. (NYSE:BHC) (Ubben, Jeffrey Williams)"
"Every, Robert Lindsay",Boral International Pty Limited - Non-Executive Chairman,"Sims Metal Management Limited (ASX:SGM) (Dienst, Daniel W.)"
"Evnin, Anthony B.","VR Adviser, LLC - Partner","Cantel Medical Corp. (NYSE:CMD) (Batkin, Alan R.)"
"Evnin, Judith W.",Carnegie Hall Corporation - Trustee,"Carnegie Hall Corporation (Rosenwald, E. John)"
"Evrensel, Arthur ",Lions Gate Entertainment Corp. - Independent Director,"Lions Gate Entertainment Corp. (NYSE:LGF.A) (Burns, Michael R.)"
"Evslin, Tom I.","Divergent Ventures, LLC - Advisor","ITXC Corp. (Wilson, Frederick R.)"
"Ewert, Jonathan",APH Inc. - Director,"Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Expósito-Ulla, Daisy",D Exposito & Partners LLC - Chairman and Chief Executive Officer,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Eyal, Itzhak",Bank Leumi USA - Former Chief Executive Officer and President,"Bank Leumi USA (Goldstein, Michael )"
"Eyal, Maya",CorrelSense Ltd. - Director of Finance,"CorrelSense Ltd. (Golden, Bruce )"
"Eykerman, Philip ",Koninklijke DSM N.V. - Former Executive VP of Strategy and M&A and Member of Managing Board,"Amyris, Inc. (NasdaqGS:AMRS) (Doerr, L. John)"
"Eyler Jr., John H.","SpendSmart Networks, Inc. - Director","NYC2012, Inc. (Stewart, Martha ), Toys ""R"" Us, Inc. (Goldstein, Michael )"
"Eyre, Richard Anthony",Next Fifteen Communications Group plc - Independent Non-Executive Chairman,"Qubit Digital Limited (Golden, Bruce )"
"Ezzat, Aiman ",Capgemini Australia Pty Limited - CFO & Director,"iGATE Corporation (Seligman, Naomi O.)"
"Faber J.D., Michael A.","CampusU, Inc. - Executive Chairman and Secretary","National Public Radio, Inc. (Mohn, Jarl )"
"Faber, Peter L.","Manning & Napier Fund, Inc. - Equity Series","The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Faber, Timothy J.","L Brands, Inc. - Senior VP & Treasurer","Galyan's Trading Company, LLC (Goldstein, Michael )"
"Faberman, Ed","Fareportal, Inc. - Member of Advisory Board","Fareportal, Inc. (West, Kenneth P.)"
"Fabrikant, Charles L.","SEACOR Holdings Inc. - Executive Chairman of the Board, President & CEO","Diamond Offshore Drilling, Inc. (NYSE:DO) (Batkin, Alan R.)"
"Fadel, Mitchell E.","Rent-A-Center, Inc. - CEO & Director","Rent-A-Center, Inc. (NasdaqGS:RCII) (Stern, Paula )"
"Fadel, Tarek E.","Fadel Partners, Inc. - Founder, Chief Executive Officer and Director","Fadel Partners, Inc. (West, Kenneth P.)"
"Fadel, Ziad","Fadel Partners, Inc. - Co-Founder and Partner","Fadel Partners, Inc. (West, Kenneth P.)"
"Fadell, Tony ","Nest Labs, Inc. - Co-Founder, Chief Executive Officer and Director","Apple Inc. (NasdaqGS:AAPL) (Chang, Gareth C. C.)"
"Fader, Bruce E.",Mount Sinai Beth Israel - Trustee,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Fagien, Steven",Trueyou.com Inc. - Former Acting Florida Medical Director and Member of Medical Advisory Board,"Trueyou.com Inc., Prior to Reverse Merger with Advanced Aesthetics Institute, LLC (Riley, Susan J.), TrueYou.Com, Inc. (Riley, Susan J.)"
"Fagnan, Jeffrey ",Technology Underwriting Greater Good - Founder,"Integral Ad Science, Inc. (Laybourne, Geraldine B.)"
"Fahey Jr., John M.",Johnson Outdoors Inc. - Independent Director,"Time Inc. (Zeisser, Michael P.)"
"Fain, Barnet",Lifespan Corporation - Former Director,"Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Fain, Jonathan",Lifespan Corporation - Director,"Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Fainaro, Ron M.",Max IT Finance Ltd - Chief Executive Officer,"Bank Leumi USA (Goldstein, Michael )"
"Fainaru, Steve ",The Bay Citizen - Managing Editor of News,"The Bay Citizen (Ubben, Jeffrey Williams)"
"Faintreny, Eric ","United Retail Group, Inc. - Director","United Retail Group, Inc. (Goldstein, Michael )"
"Fairbairn, Mark Robert","National Grid plc - Former Executive Director, Gas Distribution","National Grid USA (Smyth, Margaret M.)"
"Fairbank, Richard D.","Capital One Financial Corporation - Founder, Chairman, CEO & President","Chevy Chase Bank, N.A. (Kay, David B.)"
"Fairchild, Jason ","OpenX Technologies, Inc. - Co-Founder & Chief Revenue Officer","OpenX Technologies, Inc. (Hochhauser, Howard )"
"Fairchild, John B.","Capital Cities/ABC, Inc. - Executive Vice President, Director and Chairman of Fairchild Publications","Capital Cities/ABC, Inc. (Lyne, Susan M.)"
"Fairhead CBE, Rona Alison",Financial Times Group Ltd. - Former Chairman,"Interactive Data Holdings Corporation (Spielvogel, Carl ), PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.)"
"Fajardo, Jose A.",Hawaii Public Radio - President and General Manager,"National Public Radio, Inc. (Mohn, Jarl )"
"Fajgenbaum, Jonas M.","The Invus Group, LLC - Managing Director of Private Equity for New York","Weight Watchers International, Inc. (NasdaqGS:WTW) (Winfrey, Oprah )"
"Fake, Caterina ","2bkco Inc. - Founder, President & Director","Etsy, Inc. (NasdaqGS:ETSY) (Smyth, Margaret M.), Etsy, Inc. (NasdaqGS:ETSY) (Wilson, Frederick R.)"
"Fakkert, Arie Aristide",Union Security Insurance Company - Former Director,"Assurant, Inc. (NYSE:AIZ) (Reilly, Paul J.), Union Security Insurance Company (Reilly, Paul J.)"
"Falberg, Kathryn E.","The Trade Desk, Inc. - Independent Non-Employee Director","Amgen Inc. (NasdaqGS:AMGN) (Biondi, Frank J.)"
"Falcó y Fernández de Córdova, Fernando ","F.C.C Versia, S.A. - Director","Vivendi SA (ENXTPA:VIV) (Kravis, Marie- Josée)"
"Falco, Randel A.","Univision Holdings, Inc. - President & CEO","Historic AOL LLC (Lyne, Susan M.), Oath Inc. (Lyne, Susan M.), The Paley Center for Media (Biondi, Frank J.)"
"Falcon, Michael Irving",Brooke Life Insurance Company - President & Chairman,"Prudential plc (LSE:PRU) (Oliver Garrett, Michael William)"
"Falcone Sorrell, Cristiana ",Viacom Inc. - Former Independent Director,"Revlon, Inc. (NYSE:REV) (Stewart, Martha )"
"Falcone, Basil J.","Agritech Worldwide, Inc. - Former Member of Advisory Panel","Agritech Worldwide, Inc. (OTCPK:FBER) (Greenberg, Jack M.)"
"Falcone, Cristiana",The Paley Center for Media - Trustee,"The Paley Center for Media (Biondi, Frank J.)"
"Falcone, Michael L.","MMA Capital Holdings, Inc. - CEO & Director","MMA Capital Holdings, Inc. (NasdaqCM:MMAC) (Kay, David B.), MMA Financial, Inc. (Kay, David B.)"
"Falconer, Scott A.","TravelClick, Inc. - Executive Vice President and General Manager of Media Solutions","Visible World, Inc. (Berman, Thomas D.)"
"Falk J.D., Robert H.",Parallel Petroleum LLC - Director,"Culligan International Company (Spielvogel, Carl ), Industrial Media (Kerrest, Jacques D.)"
"Falk, Thomas J.",Kimberly-Clark Corporation - Former Executive Chairman,"Grocery Manufacturers Association (Baum, Herbert M.)"
"Falkenstein M.D., Jane ",Mount Sinai Beth Israel - Member of Medical Board,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Fallace Esq., David ",Amphora Discovery Corporation - Former Director,"PathScale Inc. (Berman, Thomas D.)"
"Fallon, John Joseph",Pearson plc - CEO & Executive Director,"Interactive Data Holdings Corporation (Spielvogel, Carl )"
"Fallon, Michael ",Investcorp Holdings B.S.C. - Member of International Advisory Board,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Fallon, Thomas J.",Infinera Corporation - CEO & Director,"Hercules Capital, Inc. (NYSE:HTGC) (Harris, Mark Robert)"
"Falotico, Nancy Joy",Ford Motor Company - Chief Marketing Officer,"Ford Motor Company (NYSE:F) (Kravis, Marie- Josée)"
"Fan CPA, Liping ","Steamboat Ventures, LLC - Chief Financial Officer and Administrative Partner","Vobile, Inc. (Mohn, Jarl )"
"Fan, Chor Wah",Capital Z Investment Partners - Partner,"CVC Capital Partners Limited (Davis, Crispin Henry Lamert)"
"Fan, Gang ",China Petroleum & Chemical Corporation - Independent Non Executive Director,"Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric), Rolls-Royce plc (Singer, Bradley Eric)"
